output,fattore,mu,mu_star,sigma,n_ee
E[e-SAF combustion]@1500nmi_450kt_fan,eta_motor,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_450kt_fan,eta_p_propeller,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_450kt_fan,eta_p_fan,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_450kt_fan,oew_fan_b,0.5800310707803841,0.5800310707803841,0.12481393205829286,20
E[e-SAF combustion]@1500nmi_450kt_fan,oew_fan_r_pivot,0.4698191227203671,0.4698191227203671,0.21866471864514267,20
E[e-SAF combustion]@1500nmi_450kt_fan,oew_prop_b,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_450kt_fan,oew_prop_r_pivot,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_450kt_fan,calibration_block,0.06969806609918502,0.11126665655946551,0.13448355154694447,20
E[e-SAF combustion]@6000nmi_450kt_fan,e_battery_Wh_per_kg,0.0,0.0,0.0,20
E[e-SAF combustion]@6000nmi_450kt_fan,fuel_cell_specific_power_kW_per_kg,0.0,0.0,0.0,20
E[e-SAF combustion]@6000nmi_450kt_fan,eta_fuel_cell,0.0,0.0,0.0,20
E[e-SAF combustion]@6000nmi_450kt_fan,gamma_tank,0.0,0.0,0.0,20
E[e-SAF combustion]@6000nmi_450kt_fan,electricity,0.0,0.0,0.0,20
E[e-SAF combustion]@6000nmi_450kt_fan,liquid_hydrogen,-0.5723692520727457,0.5723692520727457,0.5780488444820221,20
E[e-SAF combustion]@6000nmi_450kt_fan,e_saf,-0.9974840121183046,0.9974840121183046,0.5964073144615842,20
E[e-SAF combustion]@6000nmi_450kt_fan,eta_motor,0.0,0.0,0.0,20
E[e-SAF combustion]@6000nmi_450kt_fan,eta_p_propeller,0.0,0.0,0.0,20
E[e-SAF combustion]@6000nmi_450kt_fan,eta_p_fan,0.0,0.0,0.0,20
E[e-SAF combustion]@6000nmi_450kt_fan,oew_fan_b,-1.1165403669817129,1.1165403669817129,0.4677885860213228,20
E[e-SAF combustion]@6000nmi_450kt_fan,oew_fan_r_pivot,0.6494185792895893,0.6494185792895893,0.35887656837447635,20
E[e-SAF combustion]@6000nmi_450kt_fan,oew_prop_b,0.0,0.0,0.0,20
E[e-SAF combustion]@6000nmi_450kt_fan,oew_prop_r_pivot,0.0,0.0,0.0,20
E[e-SAF combustion]@6000nmi_450kt_fan,calibration_block,0.06790558417186834,0.11186786665804074,0.13475793475950906,20
E[e-SAF combustion]@1500nmi_250kt_propeller,e_battery_Wh_per_kg,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_250kt_propeller,fuel_cell_specific_power_kW_per_kg,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_250kt_propeller,eta_fuel_cell,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_250kt_propeller,gamma_tank,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_250kt_propeller,electricity,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_250kt_propeller,liquid_hydrogen,-0.8059615879536336,0.8059615879536336,0.7826607022465795,20
E[e-SAF combustion]@1500nmi_250kt_propeller,e_saf,-1.448134348977804,1.448134348977804,0.8912059428578755,20
E[e-SAF combustion]@1500nmi_250kt_propeller,eta_motor,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_250kt_propeller,eta_p_propeller,-0.6719278297913879,0.6719278297913879,0.2305848502447498,20
E[e-SAF combustion]@1500nmi_250kt_propeller,eta_p_fan,0.0,0.0,0.0,20
E[e-SAF combustion]@1500nmi_250kt_propeller,oew_fan_b,0.6672122870572691,0.6672122870572691,0.2193260811766565,20
E[e-SAF combustion]@1500nmi_250kt_propeller,oew_fan_r_pivot,0.5892891774957192,0.5892891774957192,0.38499651222960124,20
E[e-SAF combustion]@1500nmi_250kt_propeller,oew_prop_b,-0.13695766542603421,0.13695766542603421,0.10545136955703902,20
E[e-SAF combustion]@1500nmi_250kt_propeller,oew_prop_r_pivot,0.11083081486837458,0.11083081486837458,0.11146107175692124,20
E[e-SAF combustion]@1500nmi_250kt_propeller,calibration_block,-0.268193793039024,0.44701732476751266,0.4571970726294634,20
