output,fattore,S1,S1_lo,S1_hi,ST,ST_lo,ST_hi,interazione,n_valid,frazione_valida,N,trasformazione
E[Hydrogen fuel cell]@100nmi_300kt_propeller,e_saf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031,0.99169921875,2048,log
E[Hydrogen fuel cell]@100nmi_300kt_propeller,gamma_tank,0.0032383577819246976,0.0004318890880047216,0.005964132133015691,0.0022286308385898396,0.002000722295380761,0.002511939249247304,-0.001009726943334858,2031,0.99169921875,2048,log
E[Hydrogen fuel cell]@100nmi_300kt_propeller,resto,0.011052738332929989,0.0046352132352441445,0.017895992993688232,0.011794440633301016,0.010654620629204779,0.013225475931200189,0.000741702300371027,2031,0.99169921875,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,oew_fan_b,0.008812705641472835,0.0007496231216810462,0.016974161703631425,0.01286623379682911,0.01202332489675735,0.014010776248543886,0.004053528155356275,2048,1.0,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,oew_fan_r_pivot,0.061618702708654036,0.04775958104007316,0.076266725252999,0.06079111210205664,0.05622292803979593,0.06534249160496827,-0.0008275906065973934,2048,1.0,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,eta_motor,0.11780229775823971,0.09714699507136515,0.13858135773935984,0.11940489688634161,0.11150860630421874,0.12925512836116854,0.0016025991281019003,2048,1.0,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,calibration_block,0.028807040535437457,0.017841582080398637,0.03918104725606506,0.027850405442319988,0.026285353553866877,0.03006919543303736,-0.0009566350931174694,2048,1.0,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,e_battery_Wh_per_kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,fuel_cell_specific_power_kW_per_kg,0.28335259584957245,0.25035147578221223,0.31232963326604607,0.28292462652935585,0.2622564000792182,0.30086627258153864,-0.0004279693202166035,2048,1.0,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,eta_fuel_cell,0.4407573466252764,0.4056621106965003,0.4837628728698014,0.43839135127000844,0.4104871803307275,0.4755582650251347,-0.002365995355267936,2048,1.0,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,liquid_hydrogen,0.012161307228862646,0.005823733931693098,0.018655233219799738,0.012185945055423399,0.01131257376345342,0.01314233460469068,2.4637826560753098e-05,2048,1.0,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,e_saf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,gamma_tank,0.021734226216095703,0.012214929216128918,0.030242441185260368,0.021090255558772704,0.019793544124300066,0.022812288213290816,-0.0006439706573229988,2048,1.0,2048,log
E[Hydrogen fuel cell]@1500nmi_250kt_propeller,resto,0.025500240330533188,0.01487637003217681,0.03538537177847419,0.025786354592111916,0.024097067431272885,0.027930452566978875,0.00028611426157872794,2048,1.0,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,oew_fan_b,0.48811021159020734,0.43946447416921336,0.5489477204588392,0.5413515129148512,0.5041626771562238,0.5853606046854586,0.05324130132464383,2028,0.990234375,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,oew_fan_r_pivot,0.01855622475488247,0.010637989182186924,0.02784908292120943,0.021338181346134265,0.0185654987666737,0.02390600897638641,0.002781956591251796,2031,0.99169921875,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,eta_motor,0.056821916170166,0.03863884167933396,0.06957869651097193,0.062485526296863124,0.05714333415773945,0.06798664123572398,0.0056636101266971245,2030,0.9912109375,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,calibration_block,0.018326300113081877,0.009519857976953303,0.026987244492642337,0.018303751460107417,0.01656672063047862,0.020170995345909538,-2.2548652974459932e-05,2031,0.99169921875,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,e_battery_Wh_per_kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031,0.99169921875,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,fuel_cell_specific_power_kW_per_kg,0.07064586199245977,0.05248523473176235,0.09041257324248207,0.0788727000788083,0.07087247238210877,0.08577454981022073,0.008226838086348526,2030,0.9912109375,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,eta_fuel_cell,0.2581799009848795,0.22286541778968344,0.2918103304850631,0.27469117564360773,0.25085933138806943,0.29842139303241944,0.01651127465872826,2030,0.9912109375,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,liquid_hydrogen,0.002798927632816374,3.2771185647100672e-06,0.005867648172950182,0.002508293905812921,0.002298217482398323,0.0027640479887513303,-0.0002906337270034529,2031,0.99169921875,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,e_saf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031,0.99169921875,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,gamma_tank,0.036001265275374915,0.022424678721487703,0.05134860853637147,0.04691993424445049,0.04072720108732574,0.05278134208726632,0.010918668969075576,2031,0.99169921875,2048,log
E[Hydrogen fuel cell]@6000nmi_250kt_propeller,resto,0.014181981903785357,0.006631068426495577,0.021380881747754755,0.016144622952563945,0.014743449533487071,0.017728997708989856,0.001962641048778588,2031,0.99169921875,2048,log
E[Hydrogen fuel cell]@100nmi_350kt_fan,oew_fan_b,0.018315083312141534,-0.0023819049610531006,0.038254014370688705,0.08559680679030203,0.07249103673859413,0.09824481357573736,0.0672817234781605,2044,0.998046875,2048,log
E[Hydrogen fuel cell]@100nmi_350kt_fan,oew_fan_r_pivot,0.03589545349672545,0.022240059819489552,0.04817620201575417,0.041598327023491255,0.037703096428394166,0.04679289309240367,0.005702873526765802,2045,0.99853515625,2048,log
