output,fattore,S1,S1_lo,S1_hi,ST,ST_lo,ST_hi,interazione,n_valid,frazione_valida,N,trasformazione
E[e-SAF combustion]@100nmi_350kt_fan,oew_fan_b,0.18660625156101707,,,0.2518010204162808,,,0.06519476885526371,64,1.0,64,log
E[e-SAF combustion]@100nmi_350kt_fan,oew_fan_r_pivot,0.05884975864340161,,,0.0518943805467339,,,-0.006955378096667714,64,1.0,64,log
E[e-SAF combustion]@100nmi_350kt_fan,eta_motor,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@100nmi_350kt_fan,calibration_block,0.015124896351155357,,,0.03963434138581295,,,0.02450944503465759,64,1.0,64,log
E[e-SAF combustion]@100nmi_350kt_fan,e_battery_Wh_per_kg,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@100nmi_350kt_fan,fuel_cell_specific_power_kW_per_kg,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@100nmi_350kt_fan,eta_fuel_cell,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@100nmi_350kt_fan,liquid_hydrogen,0.16837608159551076,,,0.16438031747662793,,,-0.003995764118882833,64,1.0,64,log
E[e-SAF combustion]@100nmi_350kt_fan,e_saf,0.5597713894698538,,,0.5601066118645444,,,0.0003352223946905264,64,1.0,64,log
E[e-SAF combustion]@100nmi_350kt_fan,gamma_tank,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@100nmi_350kt_fan,resto,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,oew_fan_b,0.07883177206859115,,,0.1242295609208047,,,0.045397788852213544,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,oew_fan_r_pivot,0.09582286312079985,,,0.08362920325997115,,,-0.012193659860828696,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,eta_motor,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,calibration_block,0.06446445538535565,,,0.05354875018018015,,,-0.010915705205175506,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,e_battery_Wh_per_kg,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,fuel_cell_specific_power_kW_per_kg,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,eta_fuel_cell,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,liquid_hydrogen,0.19650743920005553,,,0.17778245643278284,,,-0.01872498276727269,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,e_saf,0.6106238250990508,,,0.6057728251782954,,,-0.004850999920755328,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,gamma_tank,0.0,,,0.0,,,0.0,64,1.0,64,log
E[e-SAF combustion]@1500nmi_450kt_fan,resto,0.0,,,0.0,,,0.0,64,1.0,64,log
